num,id_me,id_Hafró,id_marina,species,morph,length_cm,weight_g,sex,mat,age,location,old_image_name,new_image_name
181,PC4366,,,B,PL,15.8,27.36,M,7,5,Svinnanes,GOJfall20_body_PC4366.JPG,CFAC_21_EXT_PC4366_01.JPG
182,PC4367,,,B,PL,19.2,57.5,F,7,6,Svinnanes,GOJfall20_body_PC4367.JPG,CFAC_21_EXT_PC4367_01.JPG
183,PC4368,,,B,PL,20,55.21,F,7,5,Svinnanes,GOJfall20_body_PC4368.JPG,CFAC_21_EXT_PC4368_01.JPG
184,PC4369,,,B,PL,18.2,49.95,F,7,6,Svinnanes,GOJfall20_body_PC4369.JPG,CFAC_21_EXT_PC4369_01.JPG
185,PC4370,,,B,PL,23.6,102.51,M,7,7,Svinnanes,GOJfall20_body_PC4370.JPG,CFAC_21_EXT_PC4370_01.JPG
186,PC4371,,,B,LB,50,1340,F,2,NA,Svinnanes,GOJfall20_body_PC4371.JPG,CFAC_21_EXT_PC4371_01.JPG
187,PC4372,,,B,PI,45.4,1030,M,7,12,Svinnanes,GOJfall20_body_PC4372.JPG,CFAC_21_EXT_PC4372_01.JPG
188,PC4373,,,B,LB,37.6,730,F,2,7,Svinnanes,GOJfall20_body_PC4373.JPG,CFAC_21_EXT_PC4373_01.JPG
189,PC4374,,,B,PI,37.6,500,F,7,9,Svinnanes,GOJfall20_body_PC4374.JPG,CFAC_21_EXT_PC4374_01.JPG
190,PC4375,,,B,LB,52.8,1500,F,2,12,Svinnanes,GOJfall20_body_PC4375.JPG,CFAC_21_EXT_PC4375_01.JPG
191,PC4376,,,B,LB,40.4,765,F,2,8,Svinnanes,GOJfall20_body_PC4376.JPG,CFAC_21_EXT_PC4376_01.JPG
192,PC4377,,,B,PI,52.4,1505,M,6,9,Svinnanes,GOJfall20_body_PC4377.JPG,CFAC_21_EXT_PC4377_01.JPG
193,PC4378,,,B,PI,41.2,680,M,7,8,Svinnanes,GOJfall20_body_PC4378.JPG,CFAC_21_EXT_PC4378_01.JPG
194,PC4379,,,B,LB,46.2,1315,M,1,7,Svinnanes,GOJfall20_body_PC4379.JPG,CFAC_21_EXT_PC4379_01.JPG
195,PC4380,,,B,PI,46,1255,M,1,7,Svinnanes,GOJfall20_body_PC4380.JPG,CFAC_21_EXT_PC4380_01.JPG
196,PC4381,,,B,PI,36,525,M,7,7,Svinnanes,GOJfall20_body_PC4381.JPG,CFAC_21_EXT_PC4381_01.JPG
197,PC4382,,,B,PI,44.2,940,M,7,8,Svinnanes,GOJfall20_body_PC4382.JPG,CFAC_21_EXT_PC4382_01.JPG
198,PC4383,,,B,PI,34.6,375,M,7,7,Svinnanes,GOJfall20_body_PC4383.JPG,CFAC_21_EXT_PC4383_01.JPG
199,PC4384,,,B,PI,43.8,995,F,7,9,Svinnanes,GOJfall20_body_PC4384.JPG,CFAC_21_EXT_PC4384_01.JPG
200,PC4385,,,B,PI,36.4,380,M,7,7,Svinnanes,GOJfall20_body_PC4385.JPG,CFAC_21_EXT_PC4385_01.JPG
201,PC4386,,,B,PI,36.6,435,M,7,9,Svinnanes,GOJfall20_body_PC4386.JPG,CFAC_21_EXT_PC4386_01.JPG
202,PC4387,,,B,LB,40.6,750,M,1,7,Svinnanes,GOJfall20_body_PC4387.JPG,CFAC_21_EXT_PC4387_01.JPG
203,PC4388,,,B,LB,38,615,M,2,8,Svinnanes,GOJfall20_body_PC4388.JPG,CFAC_21_EXT_PC4388_01.JPG
204,PC4389,,,B,PI,42,725,M,7,8,Svinnanes,GOJfall20_body_PC4389.JPG,CFAC_21_EXT_PC4389_01.JPG
205,PC4390,,,B,PI,37.8,485,M,6,8,Svinnanes,GOJfall20_body_PC4390.JPG,CFAC_21_EXT_PC4390_01.JPG
206,PC4391,,,B,PL,23.6,100,F,7,7,Svinnanes,GOJfall20_body_PC4391.JPG,CFAC_21_EXT_PC4391_01.JPG
207,PC4392,,,B,PI,30.2,235,F,7,8,Svinnanes,GOJfall20_body_PC4392.JPG,CFAC_21_EXT_PC4392_01.JPG
208,PC4393,,,B,PI,36.7,575,M,7,10,Svinnanes,GOJfall20_body_PC4393.JPG,CFAC_21_EXT_PC4393_01.JPG
