num,id_me,id_Hafro,id_marina,species,morph,length_cm,weight_g,sex,mat,age,location,old_image_name,new_image_name,teeth_den,teeth_max,teeth_pre,teeth_pal,teeth_vo,teeth_glos,teeth_ang
131,PC4261,,2076,B,PL,25.8,155,F,7,7,Mjoanes,GOJfall20_max_PC4261_02.JPG,CFAC_20_MAX_PC4261_02.JPG,17.5,18,7.75,19.5,6.5,14,NA
132,PC4263,,2078,B,PL,26.4,185,F,7,8,Mjoanes,GOJfall20_max_PC4263_02.JPG,CFAC_20_MAX_PC4263_02.JPG,15.5,19.75,7.75,19.25,5,14,38.0470425
133,PC4264,,2079,B,PL,22,125,M,5,6,Mjoanes,GOJfall20_max_PC4264_02.JPG,CFAC_20_MAX_PC4264_02.JPG,15.5,20,8,17,NA,10,56.3099325
134,PC4266,,2081,B,PL,25,160,F,7,7,Mjoanes,GOJfall20_max_PC4266_02.JPG,CFAC_20_MAX_PC4266_02.JPG,17.25,22.25,7.5,20.25,5,13,36.8698977
135,PC4267,,2082,B,PL,27.1,200,F,7,11,Mjoanes,GOJfall20_max_PC4267_02.JPG,CFAC_20_MAX_PC4267_02.JPG,17.5,22,7.5,17,NA,14,42.1844433
136,PC4268,,2083,B,SB,22,98.33,F,2,6,Mjoanes,GOJfall20_max_PC4268_02.JPG,CFAC_20_MAX_PC4268_02.JPG,15,19.75,8,15.75,4,12.5,55.4077113
137,PC4269,,2084,B,SB,22.5,113.25,M,6,8,Mjoanes,GOJfall20_max_PC4269_02.JPG,CFAC_20_MAX_PC4269_02.JPG,11.75,18.75,6.5,15,3,9,42.614056
138,PC4270,,2085,B,SB,21.9,111.02,F,7,7,Mjoanes,GOJfall20_max_PC4270_02.JPG,CFAC_20_MAX_PC4270_02.JPG,15.25,21.5,9.5,18,6,12,55.4077113
139,PC4271,,2086,B,SB,20.2,82.76,F,2,5,Mjoanes,GOJfall20_max_PC4271_02.JPG,CFAC_20_MAX_PC4271_02.JPG,12.5,17.5,8,NA,3.5,12.5,47.4895529
140,PC4272,,2087,B,SB,19.6,78.88,F,2,6,Mjoanes,GOJfall20_max_PC4272_02.JPG,CFAC_20_MAX_PC4272_02.JPG,11.25,18.5,7.75,14.5,6.5,11,56.3099325
141,PC4273,,2088,B,SB,20.6,100.88,F,7,6,Mjoanes,GOJfall20_max_PC4273_02.JPG,CFAC_20_MAX_PC4273_02.JPG,12.25,17.25,7,16.5,1.5,10.5,50.826342
142,PC4274,,2089,B,SB,19,77.67,F,7,6,Mjoanes,GOJfall20_max_PC4274_02.JPG,CFAC_20_MAX_PC4274_02.JPG,13.25,19.5,6,16.5,4.5,9.5,62.6501242
143,PC4275,,2090,B,SB,18.6,70.99,F,2,8,Mjoanes,GOJfall20_max_PC4275_02.JPG,CFAC_20_MAX_PC4275_02.JPG,12.5,19,7.25,17.5,4.5,11,55.491477
144,PC4276,,2091,B,SB,17.8,73.1,F,7,5,Mjoanes,GOJfall20_max_PC4276_02.JPG,CFAC_20_MAX_PC4276_02.JPG,14.25,19.5,7.25,17.25,5.5,10.5,47.8624052
145,PC4277,,2092,B,SB,18.9,78.02,F,2,7,Mjoanes,GOJfall20_max_PC4277_02.JPG,CFAC_20_MAX_PC4277_02.JPG,13.75,19.75,8.25,17.5,3.5,12,55.3048465
146,PC4278,,2093,B,SB,19.1,84.33,F,7,6,Mjoanes,GOJfall20_max_PC4278_02.JPG,CFAC_20_MAX_PC4278_02.JPG,14.75,17.75,7.5,14.5,3.5,12,60.0183606
147,PC4279,,2094,B,SB,20.5,82.97,M,7,11,Mjoanes,GOJfall20_max_PC4279_02.JPG,CFAC_20_MAX_PC4279_02.JPG,15,23.75,6.75,18.25,5,14.5,56.8214883
148,PC4280,,2095,B,SB,19,75.13,M,6,7,Mjoanes,GOJfall20_max_PC4280_02.JPG,CFAC_20_MAX_PC4280_02.JPG,12.75,18,7.5,17,4,9.5,50.826342
149,PC4281,,2096,B,SB,13,19,F,7,6,Mjoanes,GOJfall20_max_PC4281_02.JPG,CFAC_20_MAX_PC4281_02.JPG,12.5,18.25,7,16,2,12,47.726311
150,PC4282,,2097,B,SB,20,80.29,M,5,6,Mjoanes,GOJfall20_max_PC4282_02.JPG,CFAC_20_MAX_PC4282_02.JPG,13.25,18.75,6.75,16,3.5,12,54.2933086
151,PC4283,,2098,B,SB,16,44.21,F,7,6,Mjoanes,GOJfall20_max_PC4283_02.JPG,CFAC_20_MAX_PC4283_02.JPG,13.5,16.5,7,16.5,3,11.5,65.2248594
152,PC4284,,2099,B,SB,18.5,75.44,F,7,5,Mjoanes,GOJfall20_max_PC4284_02.JPG,CFAC_20_MAX_PC4284_02.JPG,11.5,17.25,8,15.5,4,11,55.8855271
153,PC4285,,2100,B,SB,17.5,67.88,F,7,10,Mjoanes,GOJfall20_max_PC4285_02.JPG,CFAC_20_MAX_PC4285_02.JPG,13,19.5,7,17,5,11.5,51.3401918
154,PC4286,,2101,B,SB,15.9,43.82,NA,NA,4,Mjoanes,GOJfall20_max_PC4286_02.JPG,CFAC_20_MAX_PC4286_02.JPG,11.75,23.25,7,18.5,4,12,NA
155,PC4287,,2102,B,SB,14,28.88,F,7,4,Mjoanes,GOJfall20_max_PC4287_02.JPG,CFAC_20_MAX_PC4287_02.JPG,11.5,17.5,7.5,17.5,3,10.5,60.6422465
156,PC4288,,2103,B,SB,11.8,23.27,F,7,4,Mjoanes,GOJfall20_max_PC4288_02.JPG,CFAC_20_MAX_PC4288_02.JPG,11.75,17.75,8.5,14.5,3,12,39.0938589
157,PC4290,,2105,B,SB,13,21.38,F,7,NA,Mjoanes,GOJfall20_max_PC4290_02.JPG,CFAC_20_MAX_PC4290_02.JPG,12.5,12.5,7.5,15,3,11.5,56.3099325
158,PC4291,,2106,B,SB,12.5,16.71,M,3,4,Mjoanes,GOJfall20_max_PC4291_02.JPG,CFAC_20_MAX_PC4291_02.JPG,13,19.5,7.75,17.5,4.5,11,56.3099325
159,PC4292,,2107,B,SB,10.6,12.42,F,7,6,Mjoanes,GOJfall20_max_PC4292_02.JPG,CFAC_20_MAX_PC4292_02.JPG,12.75,17.5,7.25,12,3.5,8.5,60.2551187
160,PC4293,,2108,B,SB,12.4,17.9,M,6,6,Mjoanes,GOJfall20_max_PC4293_02.JPG,CFAC_20_MAX_PC4293_02.JPG,14.5,17.5,7.25,15.75,4.5,10,49.8990925
161,PC4294,,2109,B,SB,12.1,18.33,M,7,6,Mjoanes,GOJfall20_max_PC4294_02.JPG,CFAC_20_MAX_PC4294_02.JPG,13.25,20.75,7.75,15.5,3,12,47.1210964
162,PC4295,,2110,B,SB,12.9,26.57,M,7,4,Mjoanes,GOJfall20_max_PC4295_02.JPG,CFAC_20_MAX_PC4295_02.JPG,11.75,15,8,16.5,3.5,11.5,55.1755108
163,PC4296,,2111,B,SB,13.5,24.9,NA,NA,4,Mjoanes,GOJfall20_max_PC4296_02.JPG,CFAC_20_MAX_PC4296_02.JPG,12.5,17.25,8,16.25,4,11.5,NA
164,PC4297,,2112,B,SB,11.1,14.46,F,7,4,Mjoanes,GOJfall20_max_PC4297_02.JPG,CFAC_20_MAX_PC4297_02.JPG,12.75,17.5,7,15.5,4,11,59.0362435
165,PC4298,,2113,B,SB,10.9,15.75,F,7,5,Mjoanes,GOJfall20_max_PC4298_02.JPG,CFAC_20_MAX_PC4298_02.JPG,11.75,16.5,8,13.5,1,10.5,66.8014095
166,PC4299,,2114,B,SB,11.5,15.88,M,7,4,Mjoanes,GOJfall20_max_PC4299_02.JPG,CFAC_20_MAX_PC4299_02.JPG,12.5,18,7.75,13,NA,11,52.1250164
167,PC4300,,2115,B,SB,10.9,13.76,M,7,3,Mjoanes,GOJfall20_max_PC4300_02.JPG,CFAC_20_MAX_PC4300_02.JPG,13.5,16.5,7.25,15.25,NA,NA,46.8476103
168,PC4308,,,B,LB,50.1,1195,M,6,9,Olafsdrattur,GOJfall20_max_PC4308_02.JPG,CFAC_21_MAX_PC4308_02.JPG,15.5,23.5,7.75,15.75,4,12,55.9390912
169,PC4309,,,B,LB,52.1,1420,M,7,15,Olafsdrattur,GOJfall20_max_PC4309_02.JPG,CFAC_21_MAX_PC4309_02.JPG,12.5,21,7.5,17.25,7,15,40.6012947
170,PC4310,,,B,LB,38.8,610,M,7,9,Olafsdrattur,GOJfall20_max_PC4310_02.JPG,CFAC_21_MAX_PC4310_02.JPG,15.75,19,7.5,14.25,6.5,10.5,43.1912607
171,PC4311,,,B,LB,44,995,F,7,9,Olafsdrattur,GOJfall20_max_PC4311_02.JPG,CFAC_21_MAX_PC4311_02.JPG,16.75,22,7,13.33333333,3,12.5,47.6754267
172,PC4312,,,B,LB,42.6,1080,F,7,8,Olafsdrattur,GOJfall20_max_PC4312_02.JPG,CFAC_21_MAX_PC4312_02.JPG,14.25,18.75,7.25,16.25,5,10,48.1798301
173,PC4313,,,B,LB,38.2,700,M,7,5,Olafsdrattur,GOJfall20_max_PC4313_02.JPG,CFAC_21_MAX_PC4313_02.JPG,15.75,21.5,8,14,3,12.5,45.5672664
174,PC4314,,,B,LB,45.1,1135,M,7,13,Olafsdrattur,GOJfall20_max_PC4314_02.JPG,CFAC_21_MAX_PC4314_02.JPG,15.75,20.25,6.5,14.25,6,12,61.3895403
175,PC4315,,,B,LB,49,1565,M,7,11,Olafsdrattur,GOJfall20_max_PC4315_02.JPG,CFAC_21_MAX_PC4315_02.JPG,16,19.75,7,14.5,5,11,34.8244892
176,PC4316,,,B,LB,49.8,1370,M,7,12,Olafsdrattur,GOJfall20_max_PC4316_02.JPG,CFAC_21_MAX_PC4316_02.JPG,21.25,26.75,7,18,5.5,15.5,42.3735944
177,PC4317,,,B,LB,43.8,1030,F,7,6,Olafsdrattur,GOJfall20_max_PC4317_02.JPG,CFAC_21_MAX_PC4317_02.JPG,15.5,23,7.75,17.25,6,11,45.5161642
178,PC4318,,,B,LB,36.3,545,M,7,8,Olafsdrattur,GOJfall20_max_PC4318_02.JPG,CFAC_21_MAX_PC4318_02.JPG,12.5,19.25,6.75,14.5,5,NA,57.2647737
179,PC4319,,,B,LB,47.4,1085,F,7,8,Olafsdrattur,GOJfall20_max_PC4319_02.JPG,CFAC_21_MAX_PC4319_02.JPG,18.25,21.75,7.25,16,2,12,53.2758928
180,PC4320,,,B,LB,32.9,385,M,7,6,Olafsdrattur,GOJfall20_max_PC4320_02.JPG,CFAC_21_MAX_PC4320_02.JPG,14,21,6.5,15.25,5,11,53.3929252
181,PC4321,,,B,LB,30.8,320,M,7,7,Olafsdrattur,GOJfall20_max_PC4321_02.JPG,CFAC_21_MAX_PC4321_02.JPG,15,19.75,8,17.75,4.5,9.5,44.2559408
182,PC4322,,,B,LB,41.4,980,M,7,8,Olafsdrattur,GOJfall20_max_PC4322_02.JPG,CFAC_21_MAX_PC4322_02.JPG,14.25,22.25,7.5,17.25,6,12,45.6902772
183,PC4323,,,B,LB,41.7,920,F,7,8,Olafsdrattur,GOJfall20_max_PC4323_02.JPG,CFAC_21_MAX_PC4323_02.JPG,14.75,20.75,8,15.25,4.5,12,66.6659587
184,PC4324,,,B,LB,44,1040,M,7,9,Olafsdrattur,GOJfall20_max_PC4324_02.JPG,CFAC_21_MAX_PC4324_02.JPG,14.75,22.5,7.5,15.25,5.5,12.5,63.7680601
185,PC4325,,,B,LB,34,400,M,7,8,Olafsdrattur,GOJfall20_max_PC4325_02.JPG,CFAC_21_MAX_PC4325_02.JPG,18.25,25.5,6,20,5,13.5,54.782407
186,PC4326,,,B,LB,39.9,780,M,7,8,Olafsdrattur,GOJfall20_max_PC4326_02.JPG,CFAC_21_MAX_PC4326_02.JPG,12.75,19,6,12.5,2,12,56.9441772
187,PC4327,,,B,LB,53,1935,M,7,9,Olafsdrattur,GOJfall20_max_PC4327_02.JPG,CFAC_21_MAX_PC4327_02.JPG,12,20.5,7,14.5,6,10,48.3018657
188,PC4328,,,B,LB,41.2,780,M,7,8,Olafsdrattur,GOJfall20_max_PC4328_02.JPG,CFAC_21_MAX_PC4328_02.JPG,21,24.5,8.25,16.75,5.5,16,46.3019527
189,PC4329,,,B,LB,35.4,670,M,7,7,Olafsdrattur,GOJfall20_max_PC4329_02.JPG,CFAC_21_MAX_PC4329_02.JPG,11.75,21.75,6.25,13.25,2,9,51.3401918
190,PC4330,,,B,LB,41.9,925,M,7,7,Olafsdrattur,GOJfall20_max_PC4330_02.JPG,CFAC_21_MAX_PC4330_02.JPG,14,19,7.5,16.75,5,11,52.3343788
191,PC4331,,,B,LB,40.8,800,F,7,11,Olafsdrattur,GOJfall20_max_PC4331_02.JPG,CFAC_21_MAX_PC4331_02.JPG,15.5,22,8,18,4,12,61.4768814
192,PC4332,,,B,LB,30.3,330,M,7,7,Olafsdrattur,GOJfall20_max_PC4332_02.JPG,CFAC_21_MAX_PC4332_02.JPG,11,19.25,7.5,12.33333333,5,8,54.7275786
193,PC4333,,,B,LB,43,830,M,7,7,Olafsdrattur,GOJfall20_max_PC4333_02.JPG,CFAC_21_MAX_PC4333_02.JPG,17.75,19.25,7,15,4.5,12,53.6525418
194,PC4334,,,B,LB,44,960,F,7,8,Olafsdrattur,GOJfall20_max_PC4334_02.JPG,CFAC_21_MAX_PC4334_02.JPG,15.75,24,6.5,18.75,6.5,11.5,51.8924231
195,PC4349,,,B,PL,25.2,119.64,F,7,7,Svinnanes,GOJfall20_max_PC4349_02.JPG,CFAC_21_MAX_PC4349_02.JPG,16.25,18,7.25,17,7.5,12.5,43.602819
196,PC4350,,,B,PL,17.4,38.03,M,7,6,Svinnanes,GOJfall20_max_PC4350_02.JPG,CFAC_21_MAX_PC4350_02.JPG,15.25,16.5,7.25,15.25,6.5,12,29.0546041
197,PC4351,,,B,PL,19,54.31,M,7,6,Svinnanes,GOJfall20_max_PC4351_02.JPG,CFAC_21_MAX_PC4351_02.JPG,16,18.5,8,16.5,4.5,12.5,36.3843518
198,PC4352,,,B,PL,21.2,76.26,F,7,6,Svinnanes,GOJfall20_max_PC4352_02.JPG,CFAC_21_MAX_PC4352_02.JPG,16,18.5,8,14.25,6,13,49.0856168
199,PC4353,,,B,PL,17.4,38.43,F,7,6,Svinnanes,GOJfall20_max_PC4353_02.JPG,CFAC_21_MAX_PC4353_02.JPG,13,18.25,6.5,16.5,4,10,45
200,PC4354,,,B,PL,21.4,77.76,M,7,6,Svinnanes,GOJfall20_max_PC4354_02.JPG,CFAC_21_MAX_PC4354_02.JPG,14.5,17.75,8,17,4,11.5,12.2647737
201,PC4355,,,B,PL,18,40.49,M,7,6,Svinnanes,GOJfall20_max_PC4355_02.JPG,CFAC_21_MAX_PC4355_02.JPG,16.5,19.5,7.5,17.75,4,12,14.0362435
202,PC4356,,,B,PL,21.4,74.03,M,7,6,Svinnanes,GOJfall20_max_PC4356_02.JPG,CFAC_21_MAX_PC4356_02.JPG,16.75,20.5,7.25,16.75,3,14,33.0238676
203,PC4357,,,B,PL,21.8,89.24,F,7,7,Svinnanes,GOJfall20_max_PC4357_02.JPG,CFAC_21_MAX_PC4357_02.JPG,15,18.5,7,14.33333333,3,12.5,46.974934
204,PC4358,,,B,PL,21,70.3,F,7,6,Svinnanes,GOJfall20_max_PC4358_02.JPG,CFAC_21_MAX_PC4358_02.JPG,15.75,18.5,8,17,3,13.5,55.491477
205,PC4359,,,B,PL,22.4,101.1,F,7,7,Svinnanes,GOJfall20_max_PC4359_02.JPG,CFAC_21_MAX_PC4359_02.JPG,16,20.75,8,16.5,4,13,50.9061411
206,PC4360,,,B,PL,23.2,91.75,F,7,8,Svinnanes,GOJfall20_max_PC4360_02.JPG,CFAC_21_MAX_PC4360_02.JPG,17.75,21.5,8.5,16.75,NA,14.5,39.0938589
207,PC4361,,,B,PL,21.4,80.68,F,7,7,Svinnanes,GOJfall20_max_PC4361_02.JPG,CFAC_21_MAX_PC4361_02.JPG,16.5,20.5,7.25,18,5,15,34.6951535
208,PC4362,,,B,PL,19.2,58.28,M,7,4,Svinnanes,GOJfall20_max_PC4362_02.JPG,CFAC_21_MAX_PC4362_02.JPG,16.75,17.75,7.25,19,5,12,NA
209,PC4363,,,B,PL,18.2,41.6,F,7,6,Svinnanes,GOJfall20_max_PC4363_02.JPG,CFAC_21_MAX_PC4363_02.JPG,14.25,16,7.5,17,NA,14,29.0546041
210,PC4364,,,B,PL,20.4,62.64,F,7,7,Svinnanes,GOJfall20_max_PC4364_02.JPG,CFAC_21_MAX_PC4364_02.JPG,14.5,19.5,6.75,16,4,13,53.1301024
211,PC4365,,,B,PL,24,109.96,F,7,8,Svinnanes,GOJfall20_max_PC4365_02.JPG,CFAC_21_MAX_PC4365_02.JPG,16.25,19.75,7.5,16.5,4.5,12,45
212,PC4366,,,B,PL,15.8,27.36,M,7,5,Svinnanes,GOJfall20_max_PC4366_02.JPG,CFAC_21_MAX_PC4366_02.JPG,15,18,8.5,17,4,13,5.1944289
213,PC4367,,,B,PL,19.2,57.5,F,7,6,Svinnanes,GOJfall20_max_PC4367_02.JPG,CFAC_21_MAX_PC4367_02.JPG,12.25,16,7.5,16.5,4.5,14,27.897271
214,PC4368,,,B,PL,20,55.21,F,7,5,Svinnanes,GOJfall20_max_PC4368_02.JPG,CFAC_21_MAX_PC4368_02.JPG,14.25,19,9,15.75,6,12,38.1572266
215,PC4369,,,B,PL,18.2,49.95,F,7,6,Svinnanes,GOJfall20_max_PC4369_02.JPG,CFAC_21_MAX_PC4369_02.JPG,14.25,18.25,6.75,17,4.5,11.5,48.0127875
216,PC4370,,,B,PL,23.6,102.51,M,7,7,Svinnanes,GOJfall20_max_PC4370_02.JPG,CFAC_21_MAX_PC4370_02.JPG,18,21,7.5,14.5,4,14,NA
217,PC4371,,,B,LB,50,1340,F,2,NA,Svinnanes,GOJfall20_max_PC4371_02.JPG,CFAC_21_MAX_PC4371_02.JPG,16,23.5,7.25,15.75,3.5,10,NA
218,PC4372,,,B,PI,45.4,1030,M,7,12,Svinnanes,GOJfall20_max_PC4372_02.JPG,CFAC_21_MAX_PC4372_02.JPG,23.5,23.5,7.5,18.75,8,16,36.1581854
219,PC4373,,,B,LB,37.6,730,F,2,7,Svinnanes,GOJfall20_max_PC4373_02.JPG,CFAC_21_MAX_PC4373_02.JPG,12.75,22.25,7.25,16.25,3,11.5,57.9946168
220,PC4274,,,B,PI,37.6,500,F,7,9,Svinnanes,GOJfall20_max_PC4374_02.JPG,CFAC_21_MAX_PC4374_02.JPG,15.75,18,7.5,19.75,8,10.5,40.2921478
221,PC4375,,,B,LB,52.8,1500,F,2,12,Svinnanes,GOJfall20_max_PC4375_02.JPG,CFAC_21_MAX_PC4375_02.JPG,15.5,19,7.75,18,6.5,11,56.5601308
222,PC4376,,,B,LB,40.4,765,F,2,8,Svinnanes,GOJfall20_max_PC4376_02.JPG,CFAC_21_MAX_PC4376_02.JPG,12.75,23,7,15.75,4,13.5,46.5911403
223,PC4377,,,B,PI,52.4,1505,M,6,9,Svinnanes,GOJfall20_max_PC4377_02.JPG,CFAC_21_MAX_PC4377_02.JPG,19.75,22.5,8.25,18.5,5.5,13.5,40.8818103
224,PC4378,,,B,PI,41.2,680,M,7,8,Svinnanes,GOJfall20_max_PC4378_02.JPG,CFAC_21_MAX_PC4378_02.JPG,14.75,23.75,7.75,18,6,13.5,35.4170553
225,PC4379,,,B,LB,46.2,1315,M,1,7,Svinnanes,GOJfall20_max_PC4379_02.JPG,CFAC_21_MAX_PC4379_02.JPG,12.75,19.75,7,17.5,4,12.5,53.5307656
226,PC4380,,,B,PI,46,1255,M,1,7,Svinnanes,GOJfall20_max_PC4380_02.JPG,CFAC_21_MAX_PC4380_02.JPG,14.75,19.25,7.5,15,3,12,43.2642954
227,PC4381,,,B,PI,36,525,M,7,7,Svinnanes,GOJfall20_max_PC4381_02.JPG,CFAC_21_MAX_PC4381_02.JPG,17,18.5,7,16,6.5,11,34.7348595
228,PC4382,,,B,PI,44.2,940,M,7,8,Svinnanes,GOJfall20_max_PC4382_02.JPG,CFAC_21_MAX_PC4382_02.JPG,14,19,6.75,15.5,6,16,41.0353453
229,PC4383,,,B,PI,34.6,375,M,7,7,Svinnanes,GOJfall20_max_PC4383_02.JPG,CFAC_21_MAX_PC4383_02.JPG,16.5,21,7.75,18.5,6.5,13,31.6075023
230,PC4384,,,B,PI,43.8,995,F,7,9,Svinnanes,GOJfall20_max_PC4384_02.JPG,CFAC_21_MAX_PC4384_02.JPG,17.75,23.25,8,18.75,6,12.5,41.1859252
231,PC4385,,,B,PI,36.4,380,M,7,7,Svinnanes,GOJfall20_max_PC4385_02.JPG,CFAC_21_MAX_PC4385_02.JPG,14.5,19.5,6.75,14.75,4.5,18,37.724995
232,PC4386,,,B,PI,36.6,435,M,7,9,Svinnanes,GOJfall20_max_PC4386_02.JPG,CFAC_21_MAX_PC4386_02.JPG,12.5,20.75,7,15.5,4.5,13,36.4692344
233,PC4387,,,B,LB,40.6,750,M,1,7,Svinnanes,GOJfall20_max_PC4387_02.JPG,CFAC_21_MAX_PC4387_02.JPG,13.75,19.75,7.25,16.25,5,10,42.3369992
234,PC4388,,,B,LB,38,615,M,2,8,Svinnanes,GOJfall20_max_PC4388_02.JPG,CFAC_21_MAX_PC4388_02.JPG,13.25,17,7.25,17.5,6,11,51.7661748
235,PC4389,,,B,PI,42,725,M,7,8,Svinnanes,GOJfall20_max_PC4389_02.JPG,CFAC_21_MAX_PC4389_02.JPG,17.25,20.25,7.5,18.75,5,19.5,30.1013046
236,PC4390,,,B,PI,37.8,485,M,6,8,Svinnanes,GOJfall20_max_PC4390_02.JPG,CFAC_21_MAX_PC4390_02.JPG,16.5,21.25,6.75,16.75,7,17,28.3549618
237,PC4391,,,B,PL,23.6,100,F,7,7,Svinnanes,GOJfall20_max_PC4391_02.JPG,CFAC_21_MAX_PC4391_02.JPG,16.75,20.25,8.5,15.75,3,15,50.1944289
238,PC4392,,,B,PI,30.2,235,F,7,8,Svinnanes,GOJfall20_max_PC4392_02.JPG,CFAC_21_MAX_PC4392_02.JPG,17.25,21.75,7.75,19,3.5,13,35.7066914
239,PC4393,,,B,PI,36.7,575,M,7,10,Svinnanes,GOJfall20_max_PC4393_02.JPG,CFAC_21_MAX_PC4393_02.JPG,20.75,23.5,8.5,20.25,8,14,46.4688007
